Track Name,Artist,Artist Popularity,Artist Genres,Track Duration(ms),Release Date,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_signature,Lyrics,Average1,Average2,Average3,Average4,Average5,Varience1,Varience2,Varience3,Varience4,Varience5,Standard Deviation1,Standard Deviation2,Standard Deviation3,Standard Deviation4,Standard Deviation5,Minimum1,Minimum2,Minimum3,Minimum4,Minimum5,Maximum1,Maximum2,Maximum3,Maximum4,Maximum5,Track Popularity Output,Artist Popularity Output
Agora Hills,Doja Cat,87,"dance pop, pop",265360,2023-09-22,91,0.75,0.674,8,-6.128,0,0.097,0.228,8.91e-05,0.122,0.392,123.026,4,"Ooh

Yeah, yeah

Yeah, yeah

Kissin' and hope they caught us (ah), whether they like or not (not)
I wanna show you off (off), I wanna show you off
I wanna brag about it (yeah), I wanna tie the knot (knot)
I wanna show you off (off), I wanna show you off (off)

I wanna show you (off), yeah, yeah
I wanna show you off (off), I wanna show you off (off)
I wanna show you (yeah), yeah, yeah
I wanna show you off (off), I wanna show you off (off), I wanna show you

Hold my hand
You can hit it while they watch, boy

So, 9:30? I'll see you there
No, you hang up, you hang up

Something different about you, love it when you hit
And smack too, baby, let me lick on your tattoos
That's true that I like PDA, take you to a seedy place
Suck a little dick in the bathroom

""Who that man with the big strong hands
On her ass in the club with the paps?"" Baby, that's you
Front seat, chillin' with the window down
It be ten-toes down on the dash gettin' fast food

Hope you can handle the heat, put your names on the streets
Get used to my fans lookin' at you
Fuck what they heard, I don't fuck with them birds
...
",48.616135,74.413864,42.907223,39.35306,48.31644,14913.908,15027.818,1196.684,880.7998,1233.7219,122.12251,122.588005,34.59312,29.678272,35.12438,0.13461787,0.33971247,0.3470503,0.4945286,0.58178395,4300.3604,3032.3342,440.088,354.06067,675.9181,,
Ain't Doin' Jack,Josh Ross,64,modern country pop,160680,2023-07-14,77,0.586,0.884,11,-4.105,1,0.0448,0.0171,0.0,0.108,0.665,129.938,4,"Man, this bar must've got a bad barrel
'Cause this whiskey ain't working on me
Kinda makes a guy wonder what they're doing
Down the road in Tennessee

I've been taking this number seven-five deep
Trying to drown her memory

But it ain't doin' jack
To forget the door, slamming out the drive
Tearing up the gravel, saying she ain't coming back
Left me on the porch, thinking I should be drinking
She don't love me anymore
Running up a tab with a bottle dressed in black
Pour me another glass
'Cause it ain't doin' jack
...
",45.164974,86.64198,75.751434,65.29542,71.53718,867.7229,4241.059,2593.4534,1728.6764,2112.617,29.457136,65.12341,50.92596,41.577354,45.96321,0.5962104,1.5096421,0.8423678,0.19875337,0.47189078,683.6744,775.4173,836.2734,508.14563,459.66867,,
Ain't No Mountain High Enough,Marvin Gaye,73,"classic soul, motown, neo soul, northern soul, quiet storm, soul",151666,1967-08-29,88,0.663,0.6,7,-10.87,1,0.032,0.43,0.0,0.184,0.8,129.991,4,"Listen, baby
Ain't no mountain high, ain't no valley low
Ain't no river wide enough, baby

If you need me call me, no matter where you are
No matter how far (don't worry, baby)
Just call my name, I'll be there in a hurry
You don't have to worry

'Cause baby there ain't no mountain high enough
Ain't no valley low enough
Ain't no river wide enough
To keep me from getting to you, babe

Remember the day I set you free
I told you you could always count on me, darling
From that day on, I made a vow
I'll be there when you want me
...
",44.1553,66.05625,56.54823,53.987434,52.21792,625.8444,5222.2456,1227.168,1064.441,923.5862,25.016882,72.26511,35.030956,32.625774,30.39056,0.7562657,0.6748039,0.16680741,0.4956023,0.3061797,222.42812,1392.6788,358.66046,294.6896,264.80664,,
Ain’t No Fun (If The Homies Can’t Have None),Snoop Dogg,81,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap",246400,1993-11-23,69,0.856,0.722,5,-6.124,0,0.076,0.133,0.000485,0.168,0.719,100.192,4,"You're back now at the jack-off hour this is DJ EZ Dick
On W-Balls, right now, somethin' new, by Snoop Doggy Dogg
And this one goes out to the ladies, from all the guys
A big bow-wow-wow, 'cause we gon' make it a little misty here tonight
This is DJ EZ Dick, on the station that slaps you across your fat ass, with a fat dick

When I met you last night, baby
Before you opened up your gap
I had respect for you, lady
But now I take it all back
'Cause you gave me all your pussy
And you even licked my balls

Leave your number on the cabinet
And I promise, baby, I'll give you a call
Next time I'm feelin' kinda horny
You can come on over, and I'll break you off
And if you can't fuck that day, baby
Just lay back, and open your mouth
'Cause I have never met a girl
That I love in the whole wide world

Well, if Kurupt gave a fuck about a bitch I'd always be broke
I'd never have no motherfuckin' Indo to smoke
I gets loc'ed and looney, bitch, you can't do me
...
",18.72142,23.558254,31.241957,24.486597,25.309221,96.48382,160.42854,279.27338,169.3178,180.96828,9.822618,12.6660385,16.711473,13.0122175,13.452445,0.26910147,0.2660849,0.32149383,0.17929263,0.23245385,64.880615,96.148026,126.088425,95.90931,90.28136,,
Alibi (feat. Rudimental),Ella Henderson,72,"dance pop, pop dance, talent show, uk pop",184852,2024-01-12,80,0.545,0.793,0,-3.615,0,0.0371,0.191,0.00281,0.335,0.411,87.024,4,"You better run and hide, baby, I know where you were last night
So I'm lightin' up the sky, settin' fire to your paradise
You ain't got no, you ain't got no, you ain't got no alibi
You ain't got no, you ain't got no, you ain't got no alibi

You better run and hide, baby, I know where you were last night
So I'm lightin' up the sky, settin' fire to your paradise
You better run and hide, baby, I know where you were last night
So I'm lightin' up the sky, settin' fire to your paradise
You ain't got no, you ain't got no, you ain't got no alibi
You ain't got no, you ain't got no, you ain't got no alibi

Gotta say I'm sorry and that liquor made me
Your mama never tell you how to treat a lady?
By this time tomorrow, you gon' really hate me
Bet you wish you never played me
...
",42.58387,87.73273,59.740562,73.94625,61.67998,1229.9095,5495.5117,2095.7227,2607.5085,1726.8851,35.070065,74.13172,45.779064,51.06377,41.55581,0.21026698,0.3646807,0.9274133,0.5307622,0.7200301,739.2021,1177.839,760.5657,627.93365,520.83435,,
All Again,Charles Wesley Godwin,60,modern country pop,228346,2023-09-22,64,0.511,0.454,8,-9.24,1,0.0257,0.217,0.000704,0.129,0.548,92.089,4,"I watch you walking 'cross the floor
And I've been missing you and more
Beating on my heart shakes the framing in my chest
I'm falling more and more, and hell, I don't mind being poor
When I'm with you, I pity all the king's around the world

Times are getting hard, good is getting rare
You and me and the babies have 'em all the time, I swear
We don't mind the shit folks talk
We're just keeping our eyes locked
They can watch us chase those dreams they never even dared
...
",42.330772,94.1181,62.058243,51.004257,55.903053,1114.956,3829.9155,1223.8462,1035.2819,1282.2476,33.390957,61.88631,34.983513,32.175797,35.808483,0.2460924,0.6466138,0.14294328,0.26177368,0.9457562,358.04034,467.88275,242.48912,325.1051,337.86752,,
All For Us,Labrinth,77,"indie poptimism, pop",191710,2019-11-21,75,0.46,0.66,3,-6.642,1,0.0652,0.0108,0.000139,0.34,0.18,141.722,4,"Oh
I'm taking it all for us
I'm taking it all
I'm taking it all for us
Oh
I'm doing it all for love
I'm doing it all
I'm doing it all for love

Taking it all for us, all
Doing it all for love
Aye-aye, aye-aye

No food in the kitchen (famine, famine)
Money MIA (pockets hell-a empty)
Momma making ends meet (making ends meet)
Working like a slave (Mississippi, aye-aye)
Daddy ain't at home, no (father, father)
Better be a man (Michael Corleone)
Do it for my homegrown's (sisters, brothers)
...
",15.29538,16.417576,14.666914,14.6307125,12.351907,117.8684,174.46487,193.72124,86.25208,50.986103,10.856722,13.208515,13.918378,9.2872,7.1404552,0.06922908,0.06496773,0.16243863,0.16354156,0.114578485,208.82837,220.87576,255.06079,149.03484,62.174583,,
All I Need,Radiohead,81,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",228746,2007-12-28,75,0.67,0.478,4,-8.689,0,0.0355,0.531,0.428,0.138,0.0997,88.014,4,"I'm the next step
Waiting in the wings
I'm an animal
Trapped in your hot car

I am all the days
That you choose to ignore

You are all I need
You are all I need
I'm in the middle of your picture
Lying in the reeds
...
",21.556778,31.34619,28.532217,26.429237,30.503262,225.31999,532.2184,561.20953,350.97693,455.3652,15.010663,23.069859,23.689861,18.734379,21.339289,0.21113756,0.28502753,0.037294414,0.22225767,0.1858309,172.74364,327.54865,389.6725,241.4113,237.67252,,
All My Life (feat. J. Cole),Lil Durk,81,"chicago drill, chicago rap, drill, hip hop, rap, trap",223878,2023-05-26,75,0.787,0.57,3,-5.881,1,0.225,0.0449,0.0,0.135,0.733,142.974,4,"Durkio told me he been on some positive shit, yeah, yeah
Lately, I just wanna show up and body some shit, yeah, yeah
Always been a lil' mathematician, lately, it's cash I'm gettin'
Got me losin' count of these bags, I've been movin' too fast
Hard times don't last, 'member when cops harassed?
Talkin' out my ass, boy, you ain't shit but a bitch with a badge

All my life (all my life)
They been tryin' to keep me down (they been tryin' to keep me down)
All this time (all this time)
Never thought I would make it out (never thought I'd make it out)
They couldn't break me, they couldn't break me (no, no)
They couldn't take me, they couldn't take me (no)
All my life (all my life)
They been tryin' to keep me down (they been tryin' to keep me down)

I decided I had to finish, but the media called me a menace
I done sat with the mayor and politicians, I'm tryna change the image
You can't blame my past no more, I come from the trenches
Some said I'd never be a superstar
But I know I'm different (no, no, no)
I'm the voice, but the system ain't give me a choice
Know some people that's still undeployed

I know a felon who tryna get FOID
Child support, your only support
For a visit, I'm goin' through courts
Went to jail, they was chainin' me up
And you know that I'm famous as fuck
See, how you gon' joke about stimulus?
But they really had came in the clutch
I know some kids wanna hurt theyself
Stop tryna take drugs, I refer to myself
...
",69.84059,63.87411,47.747917,42.237343,40.30144,12243.674,3977.8418,1249.105,1005.2113,736.77094,110.65114,63.070133,35.342678,31.705067,27.143524,0.72745585,0.34533733,0.3212841,0.3509246,0.42481557,2397.668,1180.3127,782.2528,825.7361,717.57806,,
All My Love,Noah Kahan,87,pov: indie,251510,2022-10-14,83,0.637,0.651,2,-7.089,1,0.0521,0.32,0.0,0.0938,0.485,115.926,4,"Okay (I feel good about this)

How have things been? Well, love, now that you mention it
My folks still talk, but they speak in these two-word sentences
I'm sayin' too much, but you know how it gets out here
No winter coat could keep out all the cold of your atmosphere

We once sang Retrograde, we'd shake the frame of your car
Now I know your name but not who you are
It's all okay, there ain't a drop of bad blood
It's all my love, you got all my love

I'm still out here with the pills and the dogs
If you need me, dear, I'm the same as I was
It's all okay, there ain't a drop of bad blood
It's all my love, you got all my love

You got all my love
...
",48.191048,81.333176,58.94345,70.639404,59.1013,1574.7316,7200.6377,1765.6437,2495.155,1157.0352,39.682888,84.856575,42.01956,49.951527,34.01522,0.4552243,0.4067117,0.54935414,1.022321,0.35105285,1416.1261,1605.2567,682.1956,475.49988,248.4815,,
All Night Long,Kungs,70,"edm, pop dance, uk dance",178935,2024-01-19,78,0.704,0.903,1,-4.076,0,0.0581,0.216,0.00857,0.0879,0.423,126.041,4,"(Hold me) all night long

I haven't seen you for a while, boy
Do you still think about the times where we were close?
You really take me out the darkness
The light is hitting me and I feel miracles

Oh, I wanna feel alive
When you're around

Hold me, baby, drive me crazy
Touch me all night long
Make me love you, kiss and hug you
Touch me all night long (all night long, yeah)

(Ay, ay, ay)
All night long
(Yeah, yeah, yeah)
...
",27.641869,46.471992,39.70618,33.151283,39.638092,317.06775,3390.0847,1575.2883,752.51587,1009.53265,17.806396,58.224434,39.689903,27.432022,31.773144,0.11337133,0.5513883,0.0747933,0.3355203,0.48968086,307.83258,1274.25,764.76294,457.9157,421.142,,
All Of The Girls You Loved Before,Taylor Swift,100,pop,221407,2019-08-23,83,0.718,0.467,2,-9.66,1,0.0398,0.707,6.92e-05,0.126,0.396,95.96,3,"When you think of all the late nights
Lame fights over the phone
Wake up in the mornin'
With someone but feelin' alone

A heart is drawn around your name
In someone's handwriting, not mine
We're sneakin' out into town
Holdin' hands, just killin' time

Your past and mine are parallel lines
Stars all aligned, and they intertwined
And taught you the way you call me baby
Treat me like a lady, all that I can say is

All of the girls you loved before (ooh)
Made you the one I've fallen for
Every dead-end street led you straight to me
Now you're all I need
I'm so thankful for
...
",51.319996,71.51438,45.993153,46.661854,42.135952,3381.1516,5932.79,1153.5385,1152.5046,1065.748,58.14767,77.024605,33.963783,33.94856,32.645798,0.045733996,0.7978645,0.18608847,0.32678995,0.21860664,925.3086,889.31146,495.5859,312.1071,299.64767,,
All Out Of Fight,P!nk,80,"dance pop, pop",212306,2023-11-30,75,0.42,0.359,5,-6.932,1,0.0456,0.617,0.0,0.101,0.279,143.277,4,"We had life in our eyes and the world was on our side
Speedin' along with no map, it was all green lights
It was just you and I
When somethin' dies, doesn't mean that it's over
We're not like them, we don't have to be cold as ice
We could be you and I

So take my hand for the last time
And find my eyes with yours

I'm all out of fight
My heart will always know your name
I'm all out of love
But look at all the love we made
I'm all out of life
Oh babe, it's killin' me to say
I'm all out of love, I'm all out of life, I'm all out of fight

We were two broken parts from the same old junkyard
...
",37.36748,49.780487,36.5163,35.168785,31.581503,622.509,1505.1791,537.87537,426.85535,300.48944,24.95013,38.79664,23.19214,20.660479,17.334631,0.29619923,0.24200547,0.21355312,0.59659916,0.22982202,298.2493,502.58282,228.21191,238.75098,133.13716,,
All Stand Together,Lost Frequencies,76,"belgian edm, edm, pop dance, tropical house",195480,2023-11-10,65,0.659,0.741,1,-8.425,0,0.0468,0.0381,0.00411,0.159,0.175,122.975,4,"And if we all stand together, we can't fall
Not if we all hold each other as we roam
And if we all stand together, we can't fall
Not if we all hold each other as we roam

(Oh-oh, oh-ooh) one by one
(Oh-oh-ooh, oh-oh-ooh) one by one
All together, all together
(Oh-oh, oh-ooh) one by one
(Oh-oh-ooh, oh-oh-ooh) one by one
All together, all together

What if all this world is in a dream
And real is just behind the door?
So if everything is energy
Then, baby, all I have is yours
Doesn't matter what you take from me
...
",38.57101,73.63803,53.196922,43.27004,45.071484,1085.8955,14594.414,2897.2588,1555.4324,900.22217,32.95293,120.80734,53.82619,39.43897,30.003702,0.40291086,0.8414216,0.23362082,0.4902999,0.4650786,1745.0697,4752.114,1072.0647,773.2032,368.06882,,
All The Stars (with SZA),Kendrick Lamar,88,"conscious hip hop, hip hop, rap, west coast rap",232186,2018-02-09,89,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,4,"Love, let's talk about love
Is it anything and everything you hoped for?
Or do the feeling haunt you?
I know the feeling haunt you

This may be the night that my dreams might let me know
All the stars are closer
All the stars are closer
All the stars are closer

This may be the night that my dreams might let me know
All the stars are closer
All the stars are closer
All the stars are closer

Tell me what you gon' do to me
Confrontation ain't nothin' new to me
You can bring a bullet, bring a sword
Bring a morgue, but you can't bring the truth to me

Fuck you and all your expectations
I don't even want your congratulations
I recognize your false confidence
And calculated promises all in your conversation

I hate people that feel entitled
Look at me crazy 'cause I ain't invite you
...
",53.373577,114.37219,60.682766,50.452816,46.62265,4258.92,25693.275,2893.8835,1205.6882,796.9638,65.2604,160.29121,53.794827,34.723022,28.230547,0.2534819,1.1719606,0.85388744,0.53241754,0.4589026,1911.779,4367.2656,1313.6123,768.2358,373.12796,,
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,100,pop,613026,2021-11-12,87,0.631,0.518,0,-8.771,1,0.0303,0.274,0.0,0.088,0.205,93.023,4,"I walked through the door with you
The air was cold
But something 'bout it felt like home somehow
And I, left my scarf there at your sister's house
And you've still got it in your drawer even now

Oh, your sweet disposition
And my wide-eyed gaze
We're singing in the car, getting lost upstate
Autumn leaves falling down like pieces into place
And I can picture it after all these days

And I know it's long gone and that magic's not here no more
And I might be okay, but I'm not fine at all

'Cause there we are again on that little town street
You almost ran the red 'cause you were looking over at me
Wind in my hair, I was there
I remember it all too well

Photo album on the counter
Your cheeks were turning red
You used to be a little kid with glasses in a twin-sized bed
And your mother's telling stories 'bout you on the tee-ball team
You told me 'bout your past thinking your future was me

And you were tossing me the car keys
""F- the patriarchy"" keychain on the ground
We were always skipping town
And I was thinking on the drive down
Any time now, he's gonna say it's love
You never called it what it was

'Til we were dead and gone and buried
Check the pulse and come back swearing it's the same
After three months in the grave
And then you wondered where it went to as I reached for you
But all I felt was shame, and you held my lifeless frame

And I know it's long gone, and there was nothing else I could do
And I forget about you long enough to forget why I needed to

'Cause there we are again in the middle of the night
...
",27.33094,54.90973,45.488304,38.06448,40.89285,1356.5685,5514.7417,1282.1699,720.3545,862.184,36.831623,74.26131,35.8074,26.83942,29.36297,0.07329895,0.20486186,0.24256283,0.16561264,0.16078383,1675.6012,2123.402,994.9946,429.0612,417.6462,,
